Marka,Model,Rok produkcji,Cena,Przebieg,Rodzaj paliwa,Skrzynia biegów,Typ nadwozia,Pojemność skokowa,Moc,Liczba drzwi,Kolor
Citroën,C4 Picasso,2008,7 900 PLN,320 000 km,Diesel,Automatyczna,Minivan,1 560 cm3,110 KM,5,Czarny
Citroën,C4,2022,88 000 PLN,52 000 km,Diesel,Automatyczna,Kompakt,1 499 cm3,130 KM,5,Czerwony
Citroën,C5 Aircross,2023,115 555 PLN,14 900 km,Benzyna,Automatyczna,SUV,1 199 cm3,130 KM,5,Biały
Citroën,C4,2014,27 000 PLN,152 500 km,Benzyna,Manualna,Kompakt,1 598 cm3,120 KM,5,Szary
Citroën,C3,2018,44 000 PLN,92 800 km,Benzyna,Automatyczna,Kompakt,1 199 cm3,110 KM,5,Inny kolor
Citroën,Berlingo,2011,15 900 PLN,198 000 km,Diesel,Manualna,Minivan,1 560 cm3,92 KM,5,Niebieski
Citroën,C4 Cactus,2015,31 000 PLN,120 000 km,Benzyna,Manualna,SUV,1 199 cm3,82 KM,5,Fioletowy
Citroën,CX,1976,11 000 PLN,57 350 km,Benzyna,Manualna,Sedan,2 175 cm3,120 KM,4,Zielony
Citroën,C1,2007,7 500 PLN,91 461 km,Benzyna,Manualna,Auta małe,998 cm3,68 KM,3,Srebrny
Citroën,C5,2008,6 499 PLN,278 036 km,Diesel,Manualna,Kompakt,1 997 cm3,136 KM,5,Czarny
Citroën,C5,2010,18 500 PLN,275 000 km,Diesel,Automatyczna,Kombi,1 997 cm3,163 KM,5,Srebrny
Citroën,C4,2023,99 900 PLN,15 810 km,Diesel,Automatyczna,Kompakt,1 499 cm3,130 KM,5,Szary
Citroën,C4 Picasso,2007,12 500 PLN,230 700 km,Benzyna,Manualna,Minivan,1 749 cm3,125 KM,5,Bordowy
Citroën,Xsara Picasso,2006,7 000 PLN,214 127 km,Benzyna+LPG,Manualna,Minivan,1 587 cm3,110 KM,5,Szary
Citroën,Berlingo,2017,49 400 PLN,141 514 km,Diesel,Manualna,Minivan,1 560 cm3,102 KM,5,Brązowy
Citroën,C5,2015,52 900 PLN,112 000 km,Diesel,Automatyczna,Kombi,1 997 cm3,180 KM,5,Brązowy
Citroën,C5,2013,23 000 PLN,176 000 km,Diesel,Manualna,Kombi,1 997 cm3,140 KM,5,Biały
Citroën,C4 Cactus,2016,29 800 PLN,159 000 km,Benzyna,Manualna,SUV,1 199 cm3,110 KM,5,Szary
Citroën,C4 Picasso,2015,43 900 PLN,242 290 km,Benzyna,Automatyczna,Minivan,1 598 cm3,165 KM,5,Bordowy
Citroën,C5,2015,41 900 PLN,151 000 km,Diesel,Manualna,Sedan,1 997 cm3,140 KM,5,Czarny
Citroën,C3,2019,39 900 PLN,92 876 km,Benzyna+LPG,Manualna,Auta miejskie,1 199 cm3,82 KM,5,Srebrny
Citroën,DS4,2013,27 999 PLN,276 000 km,Diesel,Manualna,Kompakt,1 997 cm3,163 KM,5,Szary
Citroën,C4 Picasso,2009,9 700 PLN,255 336 km,Diesel,Automatyczna,Minivan,1 560 cm3,109 KM,5,Szary
Citroën,C4 Picasso,2011,22 222 PLN,231 000 km,Diesel,Automatyczna,Minivan,1 560 cm3,110 KM,5,Niebieski
