Marka,Model,Rok produkcji,Cena,Przebieg,Rodzaj paliwa,Skrzynia biegów,Typ nadwozia,Pojemność skokowa,Moc,Liczba drzwi,Kolor
Dodge,Durango,2023,254 600 PLN,18 500 km,Benzyna+LPG,Automatyczna,SUV,5 654 cm3,360 KM,5,Biały
Dodge,Charger,2022,399 000 PLN,4 500 km,Benzyna,Automatyczna,Sedan,6 166 cm3,717 KM,4,Pomarańczowy
Dodge,Charger,2019,164 000 PLN,63 000 km,Benzyna+LPG,Automatyczna,Sedan,6 417 cm3,492 KM,4,Czarny
Dodge,Challenger,2023,381 900 PLN,10 km,Benzyna,Automatyczna,Coupe,6 417 cm3,475 KM,2,Czarny
Dodge,Charger,2022,76 000 PLN,41 829 km,Benzyna,Automatyczna,Sedan,3 604 cm3,300 KM,4,Czarny
Dodge,Grand Caravan,2019,73 000 PLN,148 500 km,Benzyna,Automatyczna,Minivan,3 605 cm3,283 KM,5,Srebrny
Dodge,Grand Caravan,2018,88 800 PLN,122 078 km,Benzyna,Automatyczna,Minivan,3 605 cm3,283 KM,5,Bordowy
Dodge,RAM,2008,17 000 PLN,183 000 km,Benzyna,Automatyczna,SUV,5 654 cm3,345 KM,4,Czarny
Dodge,Durango,2017,111 900 PLN,120 000 km,Benzyna+LPG,Automatyczna,SUV,3 604 cm3,299 KM,5,Szary
Dodge,Charger,2015,145 000 PLN,180 000 km,Benzyna,Automatyczna,Sedan,5 654 cm3,375 KM,4,Czarny
Dodge,Challenger,2019,144 900 PLN,111 441 km,Benzyna,Automatyczna,Coupe,5 654 cm3,381 KM,2,Biały
Dodge,RAM,2015,89 000 PLN,98 000 km,Benzyna,Automatyczna,SUV,5 654 cm3,390 KM,4,Czarny
Dodge,Durango,2022,249 900 PLN,14 999 km,Benzyna,Automatyczna,SUV,3 604 cm3,299 KM,5,Biały
Dodge,Durango,2021,155 000 PLN,43 277 km,Benzyna+LPG,Automatyczna,SUV,5 654 cm3,360 KM,5,Bordowy
Dodge,Charger,2018,100 000 PLN,142 000 km,Benzyna,Automatyczna,Sedan,3 604 cm3,300 KM,4,Srebrny
Dodge,Journey,2018,30 000 PLN,66 721 km,Benzyna,Automatyczna,SUV,3 604 cm3,399 KM,4,Srebrny
Dodge,Challenger,2021,169 900 PLN,13 000 km,Benzyna,Automatyczna,Coupe,5 654 cm3,372 KM,2,Biały
Dodge,Grand Caravan,2019,38 900 PLN,115 000 km,Benzyna,Automatyczna,Minivan,3 605 cm3,283 KM,5,Biały
Dodge,Durango,2015,89 900 PLN,225 000 km,Benzyna+LPG,Automatyczna,SUV,3 604 cm3,299 KM,5,Czarny
Dodge,Grand Caravan,2020,39 900 PLN,134 000 km,Benzyna,Automatyczna,Minivan,3 605 cm3,283 KM,5,Czarny
Dodge,Grand Caravan,2019,34 900 PLN,103 000 km,Benzyna,Automatyczna,Minivan,3 605 cm3,283 KM,5,Czarny
Dodge,Grand Caravan,2020,41 500 PLN,137 000 km,Benzyna,Automatyczna,Minivan,3 605 cm3,283 KM,5,Biały
Dodge,Grand Caravan,2017,31 500 PLN,190 000 km,Benzyna,Automatyczna,Minivan,3 605 cm3,283 KM,5,Szary
Dodge,Grand Caravan,2017,31 500 PLN,90 000 km,Benzyna,Automatyczna,Minivan,3 605 cm3,283 KM,5,Biały
Dodge,Grand Caravan,2017,39 900 PLN,92 000 km,Benzyna,Automatyczna,Minivan,3 605 cm3,283 KM,5,Biały
Dodge,Durango,2018,113 000 PLN,115 000 km,Benzyna+LPG,Automatyczna,SUV,3 604 cm3,299 KM,5,Czarny
Dodge,Durango,2021,79 000 PLN,59 869 km,Benzyna,Automatyczna,SUV,3 600 cm3,295 KM,5,Granatowy
Dodge,Charger,2019,49 000 PLN,42 216 km,Benzyna,Automatyczna,Sedan,3 604 cm3,301 KM,4,Czarny
Dodge,Journey,2010,24 900 PLN,173 600 km,Benzyna,Manualna,SUV,2 360 cm3,170 KM,5,Czarny
Dodge,Durango,2022,185 900 PLN,9 500 km,Benzyna,Automatyczna,SUV,5 654 cm3,360 KM,5,Czarny
Dodge,Journey,2015,52 900 PLN,108 193 km,Benzyna,Automatyczna,Minivan,3 605 cm3,285 KM,5,Czarny
Dodge,Durango,2021,209 000 PLN,53 323 km,Benzyna,Automatyczna,SUV,5 654 cm3,360 KM,5,Czarny
Dodge,Challenger,2012,54 900 PLN,288 000 km,Benzyna,Automatyczna,Coupe,3 605 cm3,305 KM,2,Czarny
Dodge,Durango,2017,63 000 PLN,121 199 km,Benzyna,Automatyczna,SUV,5 645 cm3,365 KM,5,Biały
Dodge,Challenger,2016,131 900 PLN,73 000 km,Benzyna,Automatyczna,Coupe,5 654 cm3,381 KM,2,Inny kolor
Dodge,Challenger,2017,132 000 PLN,77 000 km,Benzyna,Automatyczna,Coupe,5 654 cm3,372 KM,2,Szary
Dodge,Durango,2011,52 500 PLN,163 000 km,Benzyna,Automatyczna,SUV,5 645 cm3,365 KM,5,Granatowy
Dodge,Charger,2022,264 450 PLN,12 000 km,Benzyna,Automatyczna,Sedan,6 417 cm3,492 KM,4,Biały
Dodge,Challenger,2023,598 800 PLN,20 km,Benzyna,Automatyczna,Coupe,6 166 cm3,717 KM,2,Czarny
Dodge,Charger,2019,90 000 PLN,135 000 km,Benzyna+LPG,Automatyczna,Sedan,3 604 cm3,301 KM,4,Czarny
Dodge,Durango,2016,116 900 PLN,191 000 km,Benzyna+LPG,Automatyczna,SUV,5 645 cm3,365 KM,5,Srebrny
Dodge,Challenger,2022,249 000 PLN,36 000 km,Benzyna,Automatyczna,Coupe,6 417 cm3,492 KM,2,Szary
Dodge,Challenger,2021,118 000 PLN,49 889 km,Benzyna,Automatyczna,Coupe,6 417 cm3,492 KM,2,Fioletowy
Dodge,Grand Caravan,2016,56 457 PLN,246 259 km,Benzyna,Automatyczna,Minivan,3 605 cm3,283 KM,5,Czarny
Dodge,RAM,2016,117 990 PLN,260 000 km,Benzyna+LPG,Automatyczna,SUV,5 654 cm3,390 KM,4,Srebrny
Dodge,Challenger,2019,139 000 PLN,102 000 km,Benzyna,Automatyczna,Coupe,5 654 cm3,372 KM,2,Czerwony
Dodge,Caliber,2009,19 900 PLN,220 000 km,Benzyna,Manualna,SUV,1 798 cm3,150 KM,5,Czarny
Dodge,Charger,2019,149 900 PLN,35 000 km,Benzyna,Automatyczna,Sedan,6 417 cm3,492 KM,4,Fioletowy
Dodge,Durango,2015,81 900 PLN,200 760 km,Benzyna,Automatyczna,SUV,3 604 cm3,299 KM,5,Szary
Dodge,Charger,2015,45 000 PLN,128 360 km,Benzyna,Automatyczna,Sedan,5 654 cm3,370 KM,4,Szary
Dodge,Challenger,2015,48 000 PLN,116 854 km,Benzyna,Automatyczna,Coupe,5 654 cm3,381 KM,2,Niebieski
Dodge,Durango,2023,120 000 PLN,10 897 km,Benzyna,Automatyczna,SUV,5 654 cm3,360 KM,5,Czarny
Dodge,RAM,2016,119 000 PLN,153 000 km,Benzyna,Automatyczna,SUV,5 654 cm3,390 KM,4,Biały
Dodge,Journey,2013,39 800 PLN,195 000 km,Benzyna,Automatyczna,SUV,2 360 cm3,170 KM,5,Biały
Dodge,Challenger,2023,209 900 PLN,14 000 km,Benzyna,Automatyczna,Coupe,3 604 cm3,305 KM,2,Szary
Dodge,RAM,2023,559 900 PLN,15 km,Benzyna,Automatyczna,SUV,5 654 cm3,390 KM,4,Czarny
Dodge,Charger,2013,59 000 PLN,270 000 km,Benzyna,Automatyczna,Sedan,5 654 cm3,378 KM,4,Granatowy
Dodge,Challenger,2017,46 000 PLN,105 057 km,Benzyna,Automatyczna,Coupe,3 604 cm3,305 KM,2,Czarny
Dodge,Challenger,2020,56 000 PLN,55 802 km,Benzyna,Automatyczna,Coupe,3 604 cm3,305 KM,2,Bordowy
Dodge,RAM,2004,51 900 PLN,326 000 km,Benzyna,Automatyczna,SUV,5 654 cm3,330 KM,4,Czarny
Dodge,Challenger,2022,199 900 PLN,7 000 km,Benzyna,Automatyczna,Coupe,6 417 cm3,475 KM,2,Niebieski
Dodge,Charger,2021,164 500 PLN,35 500 km,Benzyna,Automatyczna,Sedan,5 654 cm3,378 KM,4,Srebrny
Dodge,RAM,2024,438 800 PLN,20 km,Benzyna,Automatyczna,SUV,2 993 cm3,420 KM,4,Czarny
Dodge,Durango,2019,139 999 PLN,115 000 km,Benzyna,Automatyczna,SUV,5 654 cm3,360 KM,5,Biały
Dodge,RAM,2018,129 900 PLN,168 500 km,Diesel,Automatyczna,SUV,2 998 cm3,310 KM,4,Czarny
Dodge,Challenger,2018,99 600 PLN,153 000 km,Benzyna,Automatyczna,Coupe,5 654 cm3,372 KM,2,Pomarańczowy
Dodge,Durango,2023,548 800 PLN,20 km,Benzyna,Automatyczna,SUV,6 417 cm3,475 KM,5,Szary
Dodge,Durango,2018,158 700 PLN,119 960 km,Benzyna,Automatyczna,SUV,3 604 cm3,299 KM,5,Szary
Dodge,RAM,2021,348 800 PLN,53 204 km,Benzyna,Automatyczna,SUV,5 654 cm3,390 KM,4,Czarny
Dodge,RAM,2015,77 000 PLN,145 000 km,Benzyna,Automatyczna,SUV,5 654 cm3,390 KM,4,Czarny
Dodge,Grand Caravan,2013,35 800 PLN,213 920 km,Benzyna,Automatyczna,Minivan,3 605 cm3,283 KM,5,Beżowy
Dodge,Dart,2013,25 900 PLN,190 000 km,Benzyna,Automatyczna,Sedan,2 000 cm3,160 KM,4,Szary
