Marka,Model,Rok produkcji,Cena,Przebieg,Rodzaj paliwa,Skrzynia biegów,Typ nadwozia,Pojemność skokowa,Moc,Liczba drzwi,Kolor
Jeep,Wrangler,2008,66 000 PLN,175 000 km,Benzyna,Automatyczna,SUV,3 778 cm3,199 KM,5,Szary
Jeep,Grand Cherokee,2019,229 900 PLN,65 000 km,Benzyna,Automatyczna,SUV,6 417 cm3,468 KM,5,Biały
Jeep,Grand Cherokee,2017,35 900 PLN,87 443 km,Benzyna,Automatyczna,SUV,3 604 cm3,286 KM,5,Biały
Jeep,Renegade,2015,49 500 PLN,119 000 km,Benzyna,Manualna,SUV,1 368 cm3,170 KM,5,Pomarańczowy
Jeep,Wrangler,2008,59 900 PLN,143 000 km,Diesel,Automatyczna,SUV,2 777 cm3,177 KM,5,Bordowy
Jeep,Grand Cherokee,2019,109 900 PLN,139 000 km,Benzyna,Automatyczna,SUV,3 604 cm3,286 KM,5,Szary
Jeep,Wrangler,2007,85 500 PLN,45 000 km,Benzyna,Manualna,SUV,3 778 cm3,199 KM,3,Granatowy
Jeep,Grand Cherokee,2013,72 000 PLN,240 000 km,Diesel,Automatyczna,SUV,2 987 cm3,250 KM,5,Czarny
Jeep,Renegade,2018,57 000 PLN,108 500 km,Benzyna,Manualna,SUV,999 cm3,120 KM,5,Pomarańczowy
Jeep,Cherokee,2019,81 900 PLN,173 600 km,Benzyna,Automatyczna,SUV,3 239 cm3,270 KM,5,Czarny
Jeep,Grand Cherokee,2018,106 900 PLN,84 500 km,Benzyna,Automatyczna,SUV,3 604 cm3,286 KM,5,Czarny
Jeep,Renegade,2019,72 500 PLN,62 000 km,Benzyna,Manualna,SUV,999 cm3,120 KM,5,Biały
Jeep,Grand Cherokee,2014,84 000 PLN,250 163 km,Diesel,Automatyczna,SUV,2 987 cm3,241 KM,5,Szary
Jeep,Compass,2022,135 000 PLN,9 000 km,Benzyna,Automatyczna,SUV,2 359 cm3,182 KM,5,Czarny
Jeep,Grand Cherokee,2018,115 000 PLN,112 000 km,Benzyna,Automatyczna,Kompakt,3 604 cm3,286 KM,5,Szary
Jeep,Wrangler,2019,149 000 PLN,83 000 km,Benzyna,Automatyczna,SUV,3 605 cm3,284 KM,3,Czarny
Jeep,Grand Cherokee,2019,159 900 PLN,75 000 km,Benzyna,Automatyczna,SUV,3 604 cm3,286 KM,5,Czarny
Jeep,Compass,2018,64 900 PLN,290 000 km,Diesel,Automatyczna,SUV,1 956 cm3,140 KM,5,Biały
Jeep,Cherokee,2019,86 000 PLN,46 724 km,Benzyna,Automatyczna,SUV,3 239 cm3,272 KM,5,Szary
Jeep,Compass,2020,90 000 PLN,27 920 km,Benzyna,Automatyczna,SUV,2 359 cm3,174 KM,5,Szary
Jeep,Cherokee,2019,27 900 PLN,82 000 km,Benzyna,Automatyczna,SUV,3 239 cm3,272 KM,5,Zielony
Jeep,Grand Cherokee,2006,23 900 PLN,281 809 km,Benzyna+LPG,Automatyczna,SUV,5 654 cm3,326 KM,5,Srebrny
Jeep,Grand Cherokee,2007,19 000 PLN,160 000 km,Benzyna,Automatyczna,SUV,4 701 cm3,231 KM,5,Szary
Jeep,Grand Cherokee,2020,122 000 PLN,96 000 km,Benzyna,Automatyczna,SUV,3 604 cm3,286 KM,5,Czarny
Jeep,Grand Cherokee,2014,72 000 PLN,304 951 km,Diesel,Automatyczna,SUV,2 987 cm3,250 KM,5,Szary
Jeep,Grand Cherokee,2017,128 500 PLN,206 000 km,Benzyna,Automatyczna,SUV,5 654 cm3,352 KM,5,Bordowy
Jeep,Grand Cherokee,2015,80 000 PLN,141 063 km,Benzyna,Automatyczna,SUV,3 604 cm3,286 KM,5,Srebrny
Jeep,Grand Cherokee,2007,35 700 PLN,236 400 km,Diesel,Automatyczna,SUV,2 987 cm3,218 KM,5,Szary
Jeep,Renegade,2017,44 000 PLN,245 000 km,Benzyna+LPG,Manualna,SUV,1 598 cm3,110 KM,5,Czarny
Jeep,Renegade,2020,69 999 PLN,19 000 km,Benzyna,Automatyczna,SUV,1 332 cm3,150 KM,5,Czarny
Jeep,Grand Cherokee,2016,88 900 PLN,128 000 km,Benzyna,Automatyczna,SUV,3 604 cm3,286 KM,5,Biały
Jeep,Grand Cherokee,2004,29 999 PLN,219 000 km,Diesel,Automatyczna,SUV,2 685 cm3,163 KM,5,Czarny
Jeep,Grand Cherokee,2014,84 900 PLN,216 600 km,Benzyna+LPG,Automatyczna,SUV,3 604 cm3,285 KM,5,Czarny
Jeep,Cherokee,2014,52 500 PLN,197 000 km,Benzyna,Automatyczna,SUV,1 994 cm3,270 KM,5,Inny kolor
Jeep,Grand Cherokee,2016,97 400 PLN,187 440 km,Benzyna,Automatyczna,SUV,3 604 cm3,286 KM,5,Bordowy
Jeep,Inny,2020,165 000 PLN,99 000 km,Benzyna,Automatyczna,SUV,3 600 cm3,272 KM,4,Brązowy
Jeep,Compass,2018,75 900 PLN,87 000 km,Benzyna,Automatyczna,SUV,2 360 cm3,175 KM,5,Inny kolor
Jeep,Cherokee,2008,32 900 PLN,312 500 km,Diesel,Automatyczna,SUV,2 768 cm3,177 KM,5,Czarny
